case_id,activity,timestamp,lifecycle_state,resource,site,deviation_type,severity,regulatory_deadline_days
DEV-2025-00378,Deviation Opened,2025-03-17 10:16:38,complete,Production Supervisor,Barcelona,Production,Minor,90
DEV-2025-00378,Initial Assessment,2025-03-17 14:32:34,start,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00378,Initial Assessment,2025-03-18 08:06:23,complete,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00378,Investigation Assigned,2025-03-20 11:02:42,start,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00378,Investigation Assigned,2025-03-20 11:45:21,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00378,Root Cause Analysis,2025-03-20 15:35:06,start,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00378,Root Cause Analysis,2025-03-26 22:59:08,complete,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00378,CAPA Proposed,2025-03-27 16:49:24,start,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00378,CAPA Proposed,2025-03-28 20:18:55,complete,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00378,CAPA Approved,2025-03-29 13:32:53,start,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00378,CAPA Approved,2025-03-31 09:00:52,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00378,CAPA Implemented,2025-03-31 20:59:21,start,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00378,CAPA Implemented,2025-04-07 09:02:14,complete,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00378,Effectiveness Check,2025-04-08 05:20:40,start,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00378,Effectiveness Check,2025-04-14 18:11:02,complete,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00378,Closed,2025-04-14 20:58:55,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00379,Deviation Opened,2025-11-19 07:12:37,complete,Production Supervisor,Milan,Production,Major,60
DEV-2025-00379,Initial Assessment,2025-11-19 14:16:47,start,QA Investigator,Milan,Production,Major,60
DEV-2025-00379,Initial Assessment,2025-11-19 18:30:11,complete,QA Investigator,Milan,Production,Major,60
DEV-2025-00379,Investigation Assigned,2025-11-21 04:14:18,start,Site Quality Manager,Milan,Production,Major,60
DEV-2025-00379,Investigation Assigned,2025-11-21 07:06:11,complete,Site Quality Manager,Milan,Production,Major,60
DEV-2025-00379,Root Cause Analysis,2025-11-21 18:49:07,start,QA Investigator,Milan,Production,Major,60
DEV-2025-00379,Root Cause Analysis,2025-11-24 10:07:54,complete,QA Investigator,Milan,Production,Major,60
DEV-2025-00379,CAPA Proposed,2025-11-24 20:12:50,start,CAPA Owner,Milan,Production,Major,60
DEV-2025-00379,CAPA Proposed,2025-11-26 10:46:00,complete,CAPA Owner,Milan,Production,Major,60
DEV-2025-00379,CAPA Approved,2025-11-26 17:24:57,start,Quality Council,Milan,Production,Major,60
DEV-2025-00379,CAPA Approved,2025-12-01 11:55:01,complete,Quality Council,Milan,Production,Major,60
DEV-2025-00379,CAPA Implemented,2025-12-02 12:47:58,start,CAPA Owner,Milan,Production,Major,60
DEV-2025-00379,CAPA Implemented,2025-12-06 00:13:56,complete,CAPA Owner,Milan,Production,Major,60
DEV-2025-00379,Effectiveness Check,2025-12-06 17:32:33,start,QA Investigator,Milan,Production,Major,60
DEV-2025-00379,Effectiveness Check,2026-01-08 20:12:29,complete,QA Investigator,Milan,Production,Major,60
DEV-2025-00379,Closed,2026-01-08 22:14:58,complete,Site Quality Manager,Milan,Production,Major,60
DEV-2025-00380,Deviation Opened,2025-11-18 04:13:31,complete,Production Supervisor,Lyon,Production,Minor,90
DEV-2025-00380,Initial Assessment,2025-11-18 08:34:44,start,QA Investigator,Lyon,Production,Minor,90
DEV-2025-00380,Initial Assessment,2025-11-18 14:07:34,complete,QA Investigator,Lyon,Production,Minor,90
DEV-2025-00380,Investigation Assigned,2025-11-18 21:13:30,start,Site Quality Manager,Lyon,Production,Minor,90
DEV-2025-00380,Investigation Assigned,2025-11-18 22:02:08,complete,Site Quality Manager,Lyon,Production,Minor,90
DEV-2025-00380,Root Cause Analysis,2025-11-19 06:45:06,start,QA Investigator,Lyon,Production,Minor,90
DEV-2025-00380,Root Cause Analysis,2025-11-20 20:12:38,complete,QA Investigator,Lyon,Production,Minor,90
DEV-2025-00380,CAPA Proposed,2025-11-21 16:06:16,start,CAPA Owner,Lyon,Production,Minor,90
DEV-2025-00380,CAPA Proposed,2025-11-22 09:20:56,complete,CAPA Owner,Lyon,Production,Minor,90
DEV-2025-00380,CAPA Approved,2025-11-22 13:38:28,start,Site Quality Manager,Lyon,Production,Minor,90
DEV-2025-00380,CAPA Approved,2025-11-24 02:32:01,complete,Site Quality Manager,Lyon,Production,Minor,90
DEV-2025-00380,CAPA Implemented,2025-11-24 08:09:47,start,CAPA Owner,Lyon,Production,Minor,90
DEV-2025-00380,CAPA Implemented,2025-12-14 04:15:35,complete,CAPA Owner,Lyon,Production,Minor,90
DEV-2025-00380,Effectiveness Check,2025-12-14 18:28:57,start,QA Investigator,Lyon,Production,Minor,90
DEV-2025-00380,Effectiveness Check,2025-12-23 00:38:01,complete,QA Investigator,Lyon,Production,Minor,90
DEV-2025-00380,Closed,2025-12-23 04:37:10,complete,Site Quality Manager,Lyon,Production,Minor,90
DEV-2025-00381,Deviation Opened,2025-02-26 18:54:40,complete,Production Supervisor,Barcelona,Production,Minor,90
DEV-2025-00381,Initial Assessment,2025-02-26 21:53:16,start,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00381,Initial Assessment,2025-02-27 08:51:35,complete,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00381,Investigation Assigned,2025-03-01 08:28:08,start,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00381,Investigation Assigned,2025-03-01 10:27:36,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00381,Root Cause Analysis,2025-03-01 15:26:45,start,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00381,Root Cause Analysis,2025-03-03 11:30:05,complete,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00381,CAPA Proposed,2025-03-03 16:14:08,start,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00381,CAPA Proposed,2025-03-04 15:41:26,complete,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00381,CAPA Approved,2025-03-04 21:55:48,start,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00381,CAPA Approved,2025-03-05 16:19:06,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00381,CAPA Implemented,2025-03-06 01:04:13,start,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00381,CAPA Implemented,2025-03-09 10:57:30,complete,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00381,Effectiveness Check,2025-03-10 15:59:14,start,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00381,Effectiveness Check,2025-03-20 20:56:24,complete,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00381,Closed,2025-03-20 23:49:22,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00383,Deviation Opened,2025-07-14 02:19:42,complete,Production Supervisor,Milan,Laboratory,Minor,90
DEV-2025-00383,Initial Assessment,2025-07-14 07:26:12,start,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-00383,Initial Assessment,2025-07-14 09:31:17,complete,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-00383,Investigation Assigned,2025-07-14 23:14:13,start,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-00383,Investigation Assigned,2025-07-15 06:28:51,complete,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-00383,Root Cause Analysis,2025-07-15 22:25:44,start,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-00383,Root Cause Analysis,2025-07-19 08:19:47,complete,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-00383,CAPA Proposed,2025-07-19 13:52:20,start,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-00383,CAPA Proposed,2025-07-21 04:56:43,complete,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-00383,CAPA Approved,2025-07-21 13:35:40,start,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-00383,CAPA Approved,2025-07-22 13:55:24,complete,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-00383,CAPA Implemented,2025-07-22 21:49:27,start,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-00383,CAPA Implemented,2025-07-26 04:36:01,complete,CAPA Owner,Milan,Laboratory,Minor,90
DEV-2025-00383,Effectiveness Check,2025-07-26 12:32:11,start,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-00383,Effectiveness Check,2025-08-08 17:17:38,complete,QA Investigator,Milan,Laboratory,Minor,90
DEV-2025-00383,Closed,2025-08-08 20:16:36,complete,Site Quality Manager,Milan,Laboratory,Minor,90
DEV-2025-00384,Deviation Opened,2025-01-18 08:53:45,complete,Production Supervisor,Frankfurt,Production,Minor,90
DEV-2025-00384,Initial Assessment,2025-01-19 03:06:50,start,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-00384,Initial Assessment,2025-01-19 09:56:53,complete,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-00384,Investigation Assigned,2025-01-19 18:30:54,start,Site Quality Manager,Frankfurt,Production,Minor,90
DEV-2025-00384,Investigation Assigned,2025-01-19 19:14:35,complete,Site Quality Manager,Frankfurt,Production,Minor,90
DEV-2025-00384,Root Cause Analysis,2025-01-20 01:35:59,start,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-00384,Root Cause Analysis,2025-01-21 23:44:09,complete,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-00384,CAPA Proposed,2025-01-22 23:39:35,start,CAPA Owner,Frankfurt,Production,Minor,90
DEV-2025-00384,CAPA Proposed,2025-01-24 15:26:01,complete,CAPA Owner,Frankfurt,Production,Minor,90
DEV-2025-00384,CAPA Approved,2025-01-25 05:26:23,start,Site Quality Manager,Frankfurt,Production,Minor,90
DEV-2025-00384,CAPA Approved,2025-01-26 07:27:18,complete,Site Quality Manager,Frankfurt,Production,Minor,90
DEV-2025-00384,CAPA Implemented,2025-01-26 21:11:01,start,CAPA Owner,Frankfurt,Production,Minor,90
DEV-2025-00384,CAPA Implemented,2025-02-07 05:07:09,complete,CAPA Owner,Frankfurt,Production,Minor,90
DEV-2025-00384,Effectiveness Check,2025-02-07 13:36:12,start,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-00384,Effectiveness Check,2025-02-28 04:45:55,complete,QA Investigator,Frankfurt,Production,Minor,90
DEV-2025-00384,Closed,2025-02-28 07:26:01,complete,Site Quality Manager,Frankfurt,Production,Minor,90
DEV-2025-00385,Deviation Opened,2025-06-26 17:01:12,complete,Production Supervisor,Milan,Packaging,Minor,90
DEV-2025-00385,Initial Assessment,2025-06-26 21:43:54,start,QA Investigator,Milan,Packaging,Minor,90
DEV-2025-00385,Initial Assessment,2025-06-27 00:43:55,complete,QA Investigator,Milan,Packaging,Minor,90
DEV-2025-00385,Investigation Assigned,2025-06-27 14:37:44,start,Site Quality Manager,Milan,Packaging,Minor,90
DEV-2025-00385,Investigation Assigned,2025-06-27 17:09:00,complete,Site Quality Manager,Milan,Packaging,Minor,90
DEV-2025-00385,Root Cause Analysis,2025-06-28 07:49:25,start,QA Investigator,Milan,Packaging,Minor,90
DEV-2025-00385,Root Cause Analysis,2025-07-01 19:23:51,complete,QA Investigator,Milan,Packaging,Minor,90
DEV-2025-00385,CAPA Proposed,2025-07-02 09:32:05,start,CAPA Owner,Milan,Packaging,Minor,90
DEV-2025-00385,CAPA Proposed,2025-07-03 23:50:04,complete,CAPA Owner,Milan,Packaging,Minor,90
DEV-2025-00385,CAPA Approved,2025-07-04 05:44:45,start,Site Quality Manager,Milan,Packaging,Minor,90
DEV-2025-00385,CAPA Approved,2025-07-05 14:52:29,complete,Site Quality Manager,Milan,Packaging,Minor,90
DEV-2025-00385,CAPA Implemented,2025-07-06 06:58:22,start,CAPA Owner,Milan,Packaging,Minor,90
DEV-2025-00385,CAPA Implemented,2025-07-08 14:28:12,complete,CAPA Owner,Milan,Packaging,Minor,90
DEV-2025-00385,Effectiveness Check,2025-07-08 19:14:07,start,QA Investigator,Milan,Packaging,Minor,90
DEV-2025-00385,Effectiveness Check,2025-07-17 04:47:30,complete,QA Investigator,Milan,Packaging,Minor,90
DEV-2025-00385,Closed,2025-07-17 10:30:11,complete,Site Quality Manager,Milan,Packaging,Minor,90
DEV-2025-00386,Deviation Opened,2025-07-25 22:03:45,complete,Production Supervisor,Lyon,Packaging,Major,60
DEV-2025-00386,Initial Assessment,2025-07-26 02:10:48,start,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,Initial Assessment,2025-07-26 06:10:52,complete,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,Investigation Assigned,2025-07-26 17:44:20,start,Site Quality Manager,Lyon,Packaging,Major,60
DEV-2025-00386,Investigation Assigned,2025-07-26 19:15:07,complete,Site Quality Manager,Lyon,Packaging,Major,60
DEV-2025-00386,Root Cause Analysis,2025-07-27 13:18:45,start,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,Root Cause Analysis,2025-08-03 23:00:10,complete,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Proposed,2025-08-04 01:58:51,start,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Proposed,2025-08-05 03:29:10,complete,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Approved,2025-08-05 09:32:32,start,Quality Council,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Approved,2025-08-07 02:01:10,complete,Quality Council,Lyon,Packaging,Major,60
DEV-2025-00386,Root Cause Analysis,2025-10-08 04:17:29,start,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,Root Cause Analysis,2025-10-11 07:05:54,complete,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Proposed,2025-10-11 18:29:12,start,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Proposed,2025-10-12 21:58:20,complete,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Approved,2025-10-13 05:19:24,start,Quality Council,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Approved,2025-10-14 05:42:05,complete,Quality Council,Lyon,Packaging,Major,60
DEV-2025-00386,Root Cause Analysis,2025-10-31 15:04:12,start,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,Root Cause Analysis,2025-11-09 04:54:26,complete,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Proposed,2025-11-09 12:56:01,start,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Proposed,2025-11-10 08:59:40,complete,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Approved,2025-11-10 15:50:49,start,Quality Council,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Approved,2025-11-11 02:23:31,complete,Quality Council,Lyon,Packaging,Major,60
DEV-2025-00386,Root Cause Analysis,2025-12-03 10:38:34,start,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,Root Cause Analysis,2025-12-10 09:37:10,complete,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Proposed,2025-12-10 12:04:38,start,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Proposed,2025-12-11 23:05:01,complete,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Approved,2025-12-12 05:05:52,start,Quality Council,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Approved,2025-12-14 05:28:46,complete,Quality Council,Lyon,Packaging,Major,60
DEV-2025-00386,Root Cause Analysis,2026-01-06 08:06:26,start,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,Root Cause Analysis,2026-01-09 13:05:00,complete,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Proposed,2026-01-10 06:54:23,start,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Proposed,2026-01-11 05:25:48,complete,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Approved,2026-01-11 09:36:45,start,Quality Council,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Approved,2026-01-13 05:19:20,complete,Quality Council,Lyon,Packaging,Major,60
DEV-2025-00386,Root Cause Analysis,2026-02-03 23:17:03,start,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,Root Cause Analysis,2026-02-11 13:54:49,complete,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Proposed,2026-02-11 21:38:00,start,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Proposed,2026-02-13 14:53:08,complete,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Approved,2026-02-14 01:44:41,start,Quality Council,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Approved,2026-02-14 23:17:02,complete,Quality Council,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Implemented,2026-02-15 08:26:54,start,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,CAPA Implemented,2026-02-23 02:33:05,complete,CAPA Owner,Lyon,Packaging,Major,60
DEV-2025-00386,Effectiveness Check,2026-02-23 18:16:21,start,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,Effectiveness Check,2026-03-03 05:44:09,complete,QA Investigator,Lyon,Packaging,Major,60
DEV-2025-00386,Closed,2026-03-03 08:38:18,complete,Site Quality Manager,Lyon,Packaging,Major,60
DEV-2025-00387,Deviation Opened,2025-06-27 14:31:16,complete,Production Supervisor,Dublin,Laboratory,Minor,90
DEV-2025-00387,Initial Assessment,2025-06-27 23:25:11,start,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-00387,Initial Assessment,2025-06-28 05:29:46,complete,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-00387,Investigation Assigned,2025-06-29 00:54:45,start,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-00387,Investigation Assigned,2025-06-29 04:08:17,complete,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-00387,Root Cause Analysis,2025-06-29 19:38:44,start,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-00387,Root Cause Analysis,2025-07-07 14:50:04,complete,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-00387,CAPA Proposed,2025-07-08 05:16:29,start,CAPA Owner,Dublin,Laboratory,Minor,90
DEV-2025-00387,CAPA Proposed,2025-07-12 04:07:53,complete,CAPA Owner,Dublin,Laboratory,Minor,90
DEV-2025-00387,CAPA Approved,2025-07-12 11:21:25,start,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-00387,CAPA Approved,2025-07-13 02:48:28,complete,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-00387,CAPA Implemented,2025-07-14 01:10:14,start,CAPA Owner,Dublin,Laboratory,Minor,90
DEV-2025-00387,CAPA Implemented,2025-07-29 00:17:04,complete,CAPA Owner,Dublin,Laboratory,Minor,90
DEV-2025-00387,Effectiveness Check,2025-07-31 03:41:47,start,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-00387,Effectiveness Check,2025-08-12 15:37:41,complete,QA Investigator,Dublin,Laboratory,Minor,90
DEV-2025-00387,Closed,2025-08-12 18:54:56,complete,Site Quality Manager,Dublin,Laboratory,Minor,90
DEV-2025-00388,Deviation Opened,2025-06-24 11:19:58,complete,Production Supervisor,Milan,Distribution,Major,60
DEV-2025-00388,Initial Assessment,2025-06-24 19:17:45,start,QA Investigator,Milan,Distribution,Major,60
DEV-2025-00388,Initial Assessment,2025-06-24 23:06:21,complete,QA Investigator,Milan,Distribution,Major,60
DEV-2025-00388,Investigation Assigned,2025-06-26 09:44:30,start,Site Quality Manager,Milan,Distribution,Major,60
DEV-2025-00388,Investigation Assigned,2025-06-26 10:15:15,complete,Site Quality Manager,Milan,Distribution,Major,60
DEV-2025-00388,Root Cause Analysis,2025-06-26 21:27:42,start,QA Investigator,Milan,Distribution,Major,60
DEV-2025-00388,Root Cause Analysis,2025-07-05 02:58:55,complete,QA Investigator,Milan,Distribution,Major,60
DEV-2025-00388,CAPA Proposed,2025-07-06 03:33:02,start,CAPA Owner,Milan,Distribution,Major,60
DEV-2025-00388,CAPA Proposed,2025-07-08 15:22:40,complete,CAPA Owner,Milan,Distribution,Major,60
DEV-2025-00388,CAPA Approved,2025-07-09 13:21:47,start,Quality Council,Milan,Distribution,Major,60
DEV-2025-00388,CAPA Approved,2025-07-10 22:00:25,complete,Quality Council,Milan,Distribution,Major,60
DEV-2025-00388,CAPA Implemented,2025-07-11 17:14:30,start,CAPA Owner,Milan,Distribution,Major,60
DEV-2025-00388,CAPA Implemented,2025-07-17 12:58:25,complete,CAPA Owner,Milan,Distribution,Major,60
DEV-2025-00388,Effectiveness Check,2025-07-17 22:58:46,start,QA Investigator,Milan,Distribution,Major,60
DEV-2025-00388,Effectiveness Check,2025-07-25 01:00:54,complete,QA Investigator,Milan,Distribution,Major,60
DEV-2025-00388,Closed,2025-07-25 02:56:16,complete,Site Quality Manager,Milan,Distribution,Major,60
DEV-2025-00391,Deviation Opened,2025-05-10 15:44:38,complete,Production Supervisor,Dublin,Production,Major,60
DEV-2025-00391,Initial Assessment,2025-05-10 21:02:36,start,QA Investigator,Dublin,Production,Major,60
DEV-2025-00391,Initial Assessment,2025-05-10 23:51:36,complete,QA Investigator,Dublin,Production,Major,60
DEV-2025-00391,Investigation Assigned,2025-05-11 14:05:48,start,Site Quality Manager,Dublin,Production,Major,60
DEV-2025-00391,Investigation Assigned,2025-05-11 14:57:31,complete,Site Quality Manager,Dublin,Production,Major,60
DEV-2025-00391,Root Cause Analysis,2025-05-12 07:31:53,start,QA Investigator,Dublin,Production,Major,60
DEV-2025-00391,Root Cause Analysis,2025-05-14 05:17:03,complete,QA Investigator,Dublin,Production,Major,60
DEV-2025-00391,CAPA Proposed,2025-05-14 12:18:17,start,CAPA Owner,Dublin,Production,Major,60
DEV-2025-00391,CAPA Proposed,2025-05-16 21:26:00,complete,CAPA Owner,Dublin,Production,Major,60
DEV-2025-00391,CAPA Approved,2025-05-17 10:40:16,start,Quality Council,Dublin,Production,Major,60
DEV-2025-00391,CAPA Approved,2025-05-17 23:01:25,complete,Quality Council,Dublin,Production,Major,60
DEV-2025-00391,CAPA Implemented,2025-05-18 17:28:15,start,CAPA Owner,Dublin,Production,Major,60
DEV-2025-00391,CAPA Implemented,2025-05-24 17:54:32,complete,CAPA Owner,Dublin,Production,Major,60
DEV-2025-00391,Effectiveness Check,2025-05-26 05:44:53,start,QA Investigator,Dublin,Production,Major,60
DEV-2025-00391,Effectiveness Check,2025-06-01 07:37:09,complete,QA Investigator,Dublin,Production,Major,60
DEV-2025-00391,Closed,2025-06-01 08:56:27,complete,Site Quality Manager,Dublin,Production,Major,60
DEV-2025-00392,Deviation Opened,2025-07-23 06:04:03,complete,Production Supervisor,Milan,Packaging,Major,60
DEV-2025-00392,Initial Assessment,2025-07-23 08:52:46,start,QA Investigator,Milan,Packaging,Major,60
DEV-2025-00392,Initial Assessment,2025-07-23 21:44:30,complete,QA Investigator,Milan,Packaging,Major,60
DEV-2025-00392,Investigation Assigned,2025-07-24 07:45:15,start,Site Quality Manager,Milan,Packaging,Major,60
DEV-2025-00392,Investigation Assigned,2025-07-24 09:50:35,complete,Site Quality Manager,Milan,Packaging,Major,60
DEV-2025-00392,Root Cause Analysis,2025-07-24 14:39:18,start,QA Investigator,Milan,Packaging,Major,60
DEV-2025-00392,Root Cause Analysis,2025-07-28 17:04:55,complete,QA Investigator,Milan,Packaging,Major,60
DEV-2025-00392,CAPA Proposed,2025-07-29 00:27:55,start,CAPA Owner,Milan,Packaging,Major,60
DEV-2025-00392,CAPA Proposed,2025-07-29 18:05:46,complete,CAPA Owner,Milan,Packaging,Major,60
DEV-2025-00392,CAPA Approved,2025-07-31 13:41:27,start,Quality Council,Milan,Packaging,Major,60
DEV-2025-00392,CAPA Approved,2025-08-01 13:06:34,complete,Quality Council,Milan,Packaging,Major,60
DEV-2025-00392,CAPA Implemented,2025-08-02 14:08:59,start,CAPA Owner,Milan,Packaging,Major,60
DEV-2025-00392,CAPA Implemented,2025-08-19 21:56:45,complete,CAPA Owner,Milan,Packaging,Major,60
DEV-2025-00392,Effectiveness Check,2025-08-21 05:23:51,start,QA Investigator,Milan,Packaging,Major,60
DEV-2025-00392,Effectiveness Check,2025-08-26 06:03:53,complete,QA Investigator,Milan,Packaging,Major,60
DEV-2025-00392,Closed,2025-08-26 09:19:58,complete,Site Quality Manager,Milan,Packaging,Major,60
DEV-2025-00393,Deviation Opened,2025-03-09 08:47:00,complete,Production Supervisor,Barcelona,Distribution,Critical,30
DEV-2025-00393,Initial Assessment,2025-03-09 16:37:11,start,QA Investigator,Barcelona,Distribution,Critical,30
DEV-2025-00393,Initial Assessment,2025-03-09 20:07:49,complete,QA Investigator,Barcelona,Distribution,Critical,30
DEV-2025-00393,Investigation Assigned,2025-03-19 14:42:47,start,Site Quality Manager,Barcelona,Distribution,Critical,30
DEV-2025-00393,Investigation Assigned,2025-03-19 17:35:03,complete,Site Quality Manager,Barcelona,Distribution,Critical,30
DEV-2025-00393,Root Cause Analysis,2025-03-20 08:18:27,start,QA Investigator,Barcelona,Distribution,Critical,30
DEV-2025-00393,Root Cause Analysis,2025-03-22 06:13:07,complete,QA Investigator,Barcelona,Distribution,Critical,30
DEV-2025-00393,CAPA Proposed,2025-03-23 04:23:44,start,CAPA Owner,Barcelona,Distribution,Critical,30
DEV-2025-00393,CAPA Proposed,2025-03-24 06:06:49,complete,CAPA Owner,Barcelona,Distribution,Critical,30
DEV-2025-00393,Quality Council Review,2025-03-25 10:43:17,start,Quality Council,Barcelona,Distribution,Critical,30
DEV-2025-00393,Quality Council Review,2025-03-27 12:24:26,complete,Quality Council,Barcelona,Distribution,Critical,30
DEV-2025-00393,CAPA Approved,2025-03-27 23:17:19,start,Quality Council,Barcelona,Distribution,Critical,30
DEV-2025-00393,CAPA Approved,2025-03-30 01:32:54,complete,Quality Council,Barcelona,Distribution,Critical,30
DEV-2025-00393,CAPA Implemented,2025-03-30 14:00:09,start,CAPA Owner,Barcelona,Distribution,Critical,30
DEV-2025-00393,CAPA Implemented,2025-04-10 21:13:32,complete,CAPA Owner,Barcelona,Distribution,Critical,30
DEV-2025-00393,Effectiveness Check,2025-04-12 01:05:18,start,QA Investigator,Barcelona,Distribution,Critical,30
DEV-2025-00393,Effectiveness Check,2025-04-17 00:38:32,complete,QA Investigator,Barcelona,Distribution,Critical,30
DEV-2025-00393,Closed,2025-04-17 03:18:34,complete,Site Quality Manager,Barcelona,Distribution,Critical,30
DEV-2025-00394,Deviation Opened,2025-04-10 22:37:28,complete,Production Supervisor,Milan,Packaging,Minor,90
DEV-2025-00394,Initial Assessment,2025-04-11 03:08:18,start,QA Investigator,Milan,Packaging,Minor,90
DEV-2025-00394,Initial Assessment,2025-04-11 08:19:46,complete,QA Investigator,Milan,Packaging,Minor,90
DEV-2025-00394,Investigation Assigned,2025-04-11 23:47:30,start,Site Quality Manager,Milan,Packaging,Minor,90
DEV-2025-00394,Investigation Assigned,2025-04-12 02:02:55,complete,Site Quality Manager,Milan,Packaging,Minor,90
DEV-2025-00394,Root Cause Analysis,2025-04-12 07:04:22,start,QA Investigator,Milan,Packaging,Minor,90
